lat,lon
19.84325,75.26009
19.843226,75.26005400000001
19.843202,75.260018
19.843177999999998,75.25998200000001
19.843154,75.259946
19.84313,75.25991
19.843104285714283,75.25987428571429
19.84307857142857,75.25983857142857
19.843052857142855,75.25980285714286
19.843027142857142,75.25976714285714
19.843001428571426,75.25973142857143
19.842975714285714,75.25969571428571
19.84295,75.25966
19.84292357142857,75.25962214285714
19.84289714285714,75.25958428571428
19.842870714285713,75.25954642857143
19.842844285714285,75.25950857142857
19.842817857142858,75.25947071428571
19.842791428571427,75.25943285714285
19.842765,75.259395
19.842738571428573,75.25935714285714
19.842712142857142,75.25931928571428
19.842685714285714,75.25928142857143
19.842659285714287,75.25924357142857
19.84263285714286,75.25920571428571
19.84260642857143,75.25916785714286
19.84258,75.25913
19.8425525,75.2590925
19.842525000000002,75.259055
19.8424975,75.2590175
19.842470000000002,75.25898
19.8424425,75.2589425
19.842415000000003,75.258905
19.8423875,75.2588675
19.842360000000003,75.25883
19.8423325,75.2587925
19.842305000000003,75.25875500000001
19.8422775,75.2587175
19.84225,75.25868
19.842222500000002,75.25864250000001
19.842195,75.258605
19.842167500000002,75.2585675
19.84214,75.25853000000001
19.842112500000002,75.2584925
19.842085,75.258455
19.842057500000003,75.25841750000001
19.84203,75.25838
19.84200288888889,75.25834311111112
19.84197577777778,75.25830622222223
19.841948666666667,75.25826933333333
19.841921555555558,75.25823244444445
19.841894444444446,75.25819555555556
19.841867333333333,75.25815866666667
19.841840222222224,75.25812177777777
19.84181311111111,75.25808488888889
19.841786000000003,75.258048
19.84175888888889,75.25801111111112
19.841731777777778,75.25797422222223
19.84170466666667,75.25793733333333
19.841677555555556,75.25790044444445
19.841650444444447,75.25786355555556
19.841623333333335,75.25782666666667
19.841596222222222,75.25778977777777
19.841569111111113,75.25775288888889
19.841542,75.257716
19.84151488888889,75.25767911111112
19.84148777777778,75.25764222222223
19.841460666666666,75.25760533333333
19.841433555555557,75.25756844444444
19.841406444444445,75.25753155555556
19.841379333333336,75.25749466666667
19.841352222222223,75.25745777777777
19.84132511111111,75.25742088888889
19.841298000000002,75.257384
19.84127088888889,75.25734711111112
19.84124377777778,75.25731022222223
19.841216666666668,75.25727333333333
19.841189555555555,75.25723644444444
19.841162444444446,75.25719955555556
19.841135333333334,75.25716266666667
19.841108222222225,75.25712577777777
19.841081111111112,75.25708888888889
19.841054,75.257052
19.84102688888889,75.25701511111112
19.84099977777778,75.25697822222223
19.84097266666667,75.25694133333333
19.840945555555557,75.25690444444444
19.840918444444444,75.25686755555556
19.840891333333335,75.25683066666667
19.840864222222223,75.25679377777777
19.840837111111114,75.25675688888889
19.84081,75.25672
19.84078210526316,75.25668526315789
19.840754210526317,75.2566505263158
19.840726315789475,75.25661578947368
19.840698421052632,75.25658105263157
19.84067052631579,75.25654631578948
19.840642631578948,75.25651157894737
19.840614736842106,75.25647684210527
19.840586842105264,75.25644210526316
19.84055894736842,75.25640736842105
19.84053105263158,75.25637263157896
19.840503157894737,75.25633789473684
19.840475263157895,75.25630315789473
19.840447368421053,75.25626842105264
19.84041947368421,75.25623368421053
19.84039157894737,75.25619894736843
19.840363684210526,75.25616421052632
19.840335789473684,75.25612947368421
19.840307894736842,75.25609473684212
19.84028,75.25606
19.84025,75.25602823529412
19.84022,75.25599647058824
19.84019,75.25596470588236
19.84016,75.25593294117648
19.840130000000002,75.25590117647059
19.8401,75.2558694117647
19.84007,75.25583764705883
19.840040000000002,75.25580588235294
19.84001,75.25577411764706
19.83998,75.25574235294118
19.83995,75.2557105882353
19.83992,75.25567882352942
19.83989,75.25564705882353
19.83986,75.25561529411765
19.839830000000003,75.25558352941177
19.8398,75.25555176470588
19.83977,75.25552
19.83973695652174,75.25548956521739
19.83970391304348,75.25545913043479
19.839670869565218,75.25542869565217
19.839637826086957,75.25539826086957
19.839604782608696,75.25536782608695
19.839571739130434,75.25533739130435
