lat,lon
19.8392,75.24438
19.839196,75.2444275
19.839192,75.24447500000001
19.839188,75.2445225
19.839184000000003,75.24457000000001
19.839180000000002,75.2446175
19.839176000000002,75.24466500000001
19.839172,75.2447125
19.839168,75.24476
19.839164,75.24480750000001
19.83916,75.244855
19.839156000000003,75.24490250000001
19.839152000000002,75.24495
19.839148,75.24499750000001
19.839144,75.245045
19.83914,75.2450925
19.839136,75.24514
19.839132000000003,75.2451875
19.839128000000002,75.24523500000001
19.839124,75.2452825
19.83912,75.24533
19.839116,75.2453775
19.839112,75.245425
19.839108,75.2454725
19.839104000000003,75.24552
19.839100000000002,75.2455675
19.839096,75.245615
19.839092,75.2456625
19.839088,75.24571
19.839084,75.2457575
19.839080000000003,75.245805
19.839076000000002,75.2458525
19.839072,75.2459
19.839068,75.2459475
19.839064,75.245995
19.83906,75.2460425
19.839056,75.24609
19.839052000000002,75.2461375
19.839048000000002,75.246185
19.839044,75.2462325
19.83904,75.24628
19.839037142857144,75.24632571428572
19.839034285714288,75.24637142857142
19.83903142857143,75.24641714285714
19.83902857142857,75.24646285714286
19.839025714285714,75.24650857142858
19.839022857142858,75.24655428571428
19.83902,75.2466
19.839013333333334,75.24663666666666
19.839006666666666,75.24667333333333
19.839,75.24671
19.838995999999998,75.24675599999999
19.838991999999998,75.24680199999999
19.838988,75.246848
19.838984,75.246894
19.83898,75.24694
19.838975555555557,75.24698666666666
19.83897111111111,75.24703333333333
19.838966666666664,75.24708
19.83896222222222,75.24712666666666
19.83895777777778,75.24717333333334
19.838953333333333,75.24722
19.838948888888886,75.24726666666666
19.838944444444444,75.24731333333334
19.83894,75.24736
19.838935555555555,75.24740666666666
19.83893111111111,75.24745333333334
19.838926666666666,75.2475
19.838922222222223,75.24754666666666
19.838917777777777,75.24759333333334
19.83891333333333,75.24764
19.838908888888888,75.24768666666667
19.838904444444445,75.24773333333334
19.8389,75.24778
19.838896249999998,75.247825625
19.8388925,75.24787125
19.83888875,75.247916875
19.838884999999998,75.2479625
19.83888125,75.248008125
19.8388775,75.24805375
19.83887375,75.248099375
19.83887,75.248145
19.83886625,75.248190625
19.8388625,75.24823625
19.83885875,75.248281875
19.838855000000002,75.2483275
19.83885125,75.248373125
19.8388475,75.24841875
19.838843750000002,75.248464375
19.83884,75.24851
19.83883666666667,75.24854666666667
19.838833333333334,75.24858333333333
19.83883,75.24862
19.838826764705885,75.24866705882353
19.838823529411766,75.24871411764705
19.83882029411765,75.2487611764706
19.83881705882353,75.24880823529412
19.838813823529414,75.24885529411765
19.838810588235294,75.24890235294117
19.838807352941178,75.24894941176471
19.838804117647058,75.24899647058824
19.838800882352942,75.24904352941176
19.838797647058826,75.24909058823529
19.838794411764706,75.24913764705883
19.83879117647059,75.24918470588236
19.83878794117647,75.24923176470588
19.838784705882354,75.24927882352941
19.838781470588234,75.24932588235295
19.838778235294118,75.24937294117647
19.838775,75.24942
19.838771764705882,75.24946705882353
19.838768529411766,75.24951411764705
19.838765294117646,75.24956117647059
19.83876205882353,75.24960823529412
19.83875882352941,75.24965529411764
19.838755588235294,75.24970235294117
19.838752352941174,75.24974941176471
19.83874911764706,75.24979647058824
19.838745882352942,75.24984352941176
19.838742647058822,75.24989058823529
19.838739411764706,75.24993764705883
19.838736176470587,75.24998470588235
19.83873294117647,75.25003176470588
19.83872970588235,75.2500788235294
19.838726470588234,75.25012588235295
19.838723235294115,75.25017294117647
19.83872,75.25022
19.838714,75.250264
19.838708,75.250308
19.838701999999998,75.25035199999999
19.838696,75.250396
19.83869,75.25044
19.83869,75.25046499999999
19.83869,75.25049
19.838685625,75.25053625
19.83868125,75.25058250000001
19.838676875,75.25062875
19.8386725,75.250675
19.838668124999998,75.25072125
19.83866375,75.2507675
19.838659375,75.25081375
19.838655,75.25086
19.838650625,75.25090625
19.83864625,75.25095250000001
19.838641875,75.25099875000001
19.838637499999997,75.251045
